"annotation_id","annotator","created_at","disciplina","id","intent_choice","lead_time","question","question_id","split","true_answer","updated_at"
29,"1","2025-09-17T15:04:43.359384Z","Ciências Humanas",29,"Análise de Exemplo",49.696,"TEXTO DE REFERÊNCIA: De acordo com a pesquisa TIC Educação de 2016, o celular já faz parte da vida de 93% da população brasileira – incluindo, é claro, muitas crianças e jovens. Por isso, proibir o uso do celular em sala de aula pode não ser uma boa alternativa. Os aplicativos, funcionalidades e facilidades dos celulares auxiliam no contexto pessoal e também podem ser inseridos no ambiente escolar como prática educacional. O aparelho celular pode se tornar um rico instrumento de aprendizagem. A maioria dos smartphones atuais possui inúmeros recursos que podem ser utilizados nesse sentido: câmeras, gravador de voz, mapas, além do acesso à internet.

VIEGAS, A. Como aproveitar o uso do celular em sala de aula?. Disponível em: www.somospar.com.br. Acesso em: 2 out. 2020.

Conforme observado, o celular possui vários recursos utilizáveis no contexto da aprendizagem. Sob tal perspectiva, a internet revela‑se como importante ferramenta de interação quando acessível a partir de tal dispositivo, uma vez que:","7b9612cba4bbaf88b5474b2b795fe5b2e88bfa2f59ebbea00e43cd2d19668cbbbbcfd8651977cd4190160b031e8758b9e6018b6e0270d2fe624b0322cce67fed","train","possibilita construir o processo de aprendizagem a partir de múltiplas linguagens.","2025-09-17T15:04:43.359399Z"
30,"1","2025-09-17T15:05:21.518636Z","Linguagens e Códigos",30,"Conceitual",36.603,"TEXTO DE REFERÊNCIA: Desde 1948, foram reconhecidos os direitos humanos à saúde, educação, trabalho, informação, moradia, entre outros. No entanto, um desses direitos tornou‑se invisível: é o direito à ciência. No artigo 27, a Declaração Universal dos Direitos Humanos afirma: “Toda pessoa tem o direito de [...] participar do progresso científico e dos benefícios que resultam disso. Toda pessoa tem direito à proteção dos interesses morais e materiais que correspondam por causa das produções científicas.” [...] Apesar de seu reconhecimento oficial, os cidadãos devem estar mais cientes da existência do direito à ciência.

Entre outros aspectos, é fundamental que conheçam e entendam quais atividades científicas e tecnológicas podem contribuir para o bem‑estar e a saúde tanto da sua comunidade quanto do seu meio ambiente. Nesse sentido, estou convencida de que jornalismo pode fazer a diferença.

[...]
Há muitos temas em que se pode fazer a cobertura sob a perspectiva pelo direito à ciência.

ROMAN, V. A ciência precisa ser abordada na mídia como um direito. Observatório da Imprensa, 27 out. 2020. Disponível em: www.observatoriodaimprensa.com.br. Acesso em: 18 dez. 2020.

ENUNCIADO: No fragmento lido, o andamento temático do texto se dá por meio de qual recurso?

Resposta:","ea08f45b959fd0e480b71875a7851fdaf58a47502f79941107c6ff0ff64305f89ac51c4ad73ae3a53dcbf62d9d529a1d7e0742d09279947b55eb15400a9b3000","train","predominância de construções com tematização marcada (o “direito à ciência”)","2025-09-17T15:05:21.518654Z"
31,"1","2025-09-17T15:05:42.311204Z","Linguagens e Códigos",31,"Análise de Exemplo",19.288,"TEXTO DE REFERÊNCIA: O açúcar

O branco açúcar que adoçará meu café
nesta manhã de Ipanema
não foi produzido por mim
nem surgiu dentro do açucareiro por milagre.

Vejo‑o puro
e afável ao paladar
como beijo de moça, água
na pele, flor
que se dissolve na boca. Mas este açúcar
não foi feito por mim.

[…] 

Este açúcar era cana
e veio dos canaviais extensos

que não nascem por acaso
no regaço do vale.

Em lugares distantes, onde não há hospital
nem escola,
homens que não sabem ler e morrem de fome
aos 27 anos

plantaram e colheram a cana
que viraria açúcar.

Em usinas escuras,
homens de vida amarga
e dura

produziram este açúcar
branco e puro
com que adoço meu café esta manhã em Ipanema.

Qual é a finalidade do eu lírico ao partir de um tema trivial neste poema?","721b4b36bf5d648567b588e67c5e0b21e1c5dcbdff9b9e25d9aeb23318935395c0542f0cfac31cef9597b979ccbbda8d105f0de5942cf83dff43e9a16e92cdf6","train","denunciar o modelo de produção agrícola na sociedade capitalista","2025-09-17T15:05:42.311223Z"
32,"1","2025-09-17T15:05:47.662273Z","Ciências da Natureza",32,"Procedimental",4.222,"TEXTO DE REFERÊNCIA: A mais recente descoberta no campo da astrobiologia foi anunciada pela Nasa: o planeta Kepler 452b está entre os planetas já detectados mais parecidos com a Terra. As semelhanças são grandes e estima-se a existência de água líquida em sua superfície. Como sabemos, na receita para o desenvolvimento da vida, a água é o ingrediente fundamental. Nossos próprios corpos são prova disso, pois são compostos, em massa, por 60% a 70% dela. Assim, saber de onde a água veio, e como chegou em nosso planeta, foi um dos primeiros focos da astrobiologia.

Disponível em: <https://www2.senado.leg.br>. Acesso em: 6 dez. 2018. (Adaptado)

Sabe‑se que a massa molar da água é igual a 18 g/mol.

Qual é o intervalo absoluto, em quantidade de matéria (mol), de água que pode ser encontrada no corpo de uma pessoa com 90 kg de massa corporal?","3e85f19155295ab98c69ea2a96fab732bd1ca545b90ed62467bfc92c6d747743188a1cade5735e5cedfa1f63c30558499e199ffb4e83cf18dcddd0af7f646986","train","3 000 a 3 500","2025-09-17T15:05:47.662283Z"
33,"1","2025-09-17T15:05:51.754502Z","Ciências da Natureza",33,"Procedimental",2.893,"TEXTO DE REFERÊNCIA: A captura direta de dióxido de carbono (CO2) do meio ambiente vem se tornando uma excelente alternativa para mitigar os efeitos das mudanças climáticas. Pensando nisso, pesquisadores da Universidade de Toronto, no Canadá, divulgaram um estudo no qual eles propõem a captura e o armazenamento de gás carbônico, por meio de vagões de trens projetados com grandes aberturas voltadas para a frente, permitindo absorver esse gás à medida que se deslocam. Como isso funciona? O ar entra por um duto no vagão e passa por uma câmara coletora, na qual há um filtro que absorve especificamente o CO2, devolvendo o restante do ar – agora limpo – à natureza. O estudo estima que a tecnologia de vagões aspiradores teria potencial para capturar cerca de 450 000 000 de toneladas de CO2 por ano.

Disponível em: <https://forbes.com.br>. Acesso em: 28 fev. 2024 (Adaptação).

Dados: Massas molares em g·mol⁻¹ : C = 12 e O = 16.

Qual é o número aproximado de moléculas de CO₂ que poderiam ser capturadas anualmente por meio desse procedimento?","1fd341087b61bc7ad885f32848e1234da45eb213f03eed92719e9362628888c77c3fad52aa446ed2371cf20bb4a4c3e81801047e72797699929cd113c59654f0","train","6,15 × 10³⁶","2025-09-17T15:05:51.754515Z"
34,"1","2025-09-17T15:06:05.155416Z","Ciências da Natureza",34,"Análise de Exemplo",12.32,"TEXTO DE REFERÊNCIA: A litosfera – a camada mais externa, rígida e resistente da Terra – é fragmentada em cerca de 12 placas, que deslizam, convergem ou se separam umas em relação às outras à medida que se movem sobre a astenosfera, menos resistente e dúctil. As placas são criadas onde se separam e recicladas onde convergem, em um processo contínuo de criação e destruição. Os continentes, encravados na litosfera, migram junto com as placas em movimento.

GROTZINGER, J.; JORDAN, T. Para entender a Terra. 8. ed. Porto Alegre: Bookman, 2023.

Qual é a consequência da dinâmica natural descrita no texto?","b59fd4195a43473d8570deacd17326136e130f440e10b96910fb612e899409dcfff1598aa94e809f5c0ada4aac747aee9f1ffda376f19eaedd44b864f68d8c1e","train","Renovação da crosta terrestre","2025-09-17T15:06:05.155431Z"
35,"1","2025-09-17T15:06:48.558580Z","Ciências Humanas",35,"Análise de Exemplo",42.334,"TEXTO DE REFERÊNCIA: Quando não estava enfrentando os vilões, o Super‑Homem era apenas o jornalista Clark Kent, que passava horas sentado em uma cadeira na redação de um jornal diário. E, assim como essa profissão, muitas outras exigem que os profissionais passem longos períodos em uma única posição, e isso é prejudicial à saúde.

Uma das formas de evitar esse problema é a ginástica laboral, cujos exercícios têm duração média de 5 a 15 minutos e auxiliam na prevenção de doenças ocupacionais, como lesões por esforços repetitivos, LER, e distúrbios osteomusculares relacionados ao trabalho, DORT.

Segundo a professora de ginástica laboral Patrícia Andrade, “a ginástica laboral veio para diminuir o número de lesões nos funcionários, mas ela traz a qualidade de vida de uma forma mais ampla. Quando eles estão em grupo fazendo as atividades, acabam se unindo. Então, aquele funcionário que é um pouco mais deslocado se sente parte do grupo. Ou seja, eles conseguem ter esse momento de descontração e, ao mesmo tempo, têm um contato com a atividade física”.

Para a jornalista Letícia Carneiro, uma das adeptas da atividade, mais empresas deveriam disponibilizar programas de ginástica laboral, pois, muitas vezes, é a única atividade física que se consegue praticar na rotina diária.

BADU, A. L. Disponível em: <https://www.tst.jus.br>. Acesso em: 7 fev. 2023.

ENUNCIADO: O texto traz à tona uma discussão sobre a ginástica laboral, considerando os benefícios dessa prática para o(a) _______.","c8414fed0a5de83842cc74742c1e1a72e4361dee956b09ec0ad541eb18fabb1b72aaba1d75ddf509a4cdef0f5737a9071ed4635d9848a2980e4c2f631a415f0d","valid","bem‑estar laboral dos trabalhadores, sob o ponto de vista físico e social","2025-09-17T15:06:48.558591Z"
36,"1","2025-09-17T15:07:57.026044Z","Linguagens e Códigos",36,"Análise de Exemplo",66.841,"TEXTO DE REFERÊNCIA: Por que os homens também precisam do feminismo?

Desde cedo, os meninos aprendem com os filmes de ação que homens sempre seguram a barra. A maioria dos papéis de super‑heróis cabe a eles, que bancam a casa, salvam o dia e têm sempre os sentimentos sob controle. Afinal, homem não chora. Nem deixa uma mulher passar despercebida por seus olhares.

Esses comportamentos tão comuns entre homens, essa necessidade em se provar suficientemente homem o tempo todo, têm nome: masculinidade tóxica. Tóxica, também e muitas vezes principalmente, para as mulheres, que sofrem com assédio, violência doméstica e viram vítimas fatais da agressividade deles.

Só para se ter ideia, na Inglaterra, quando a seleção perde, o número de casos de violência doméstica cresce quase 26%. Homens bêbados e dominadores reagindo como manda a cartilha da masculinidade: com violência. Isso sem contar as altas taxas de assédio e violência sexual e feminicídio.

Ser homem como manda o “manual” é perigoso. E solitário, segundo eles mesmos. Para citar outro dado: uma pesquisa da ONU Mulheres revelou que 66% dos homens não contam aos amigos sobre o que realmente sentem – e 57% gostaria de ter uma relação mais próxima e mais aberta com eles.

No fim da história, essas regras machucam os dois lados – ainda que sejam eles os opressores. E o feminismo, que luta pela igualdade de gêneros, dialoga com esses homens, ainda que travem batalhas diferentes.

CASTRO, C. Disponível em: <https://www.cartacapital.com.br>. Acesso em: 20 ago. 2018. [Fragmento]

ENUNCIADO: A articulista discorre sobre os efeitos da masculinidade tóxica para homens e mulheres, sustentando sua argumentação, principalmente, por meio de","3edbd9642cc5fd0964656af3a2f64baed39681a9cfd542c3f40d38ca3785a788062ba4758cbe8e88ca5340f3332340e41d735cb12622f6a6a2285d1829682101","train","exposição de argumentos de autoridade e de dados concretos","2025-09-17T15:07:57.026056Z"
37,"1","2025-09-17T15:08:27.490290Z","Ciências Humanas",37,"Análise de Exemplo",28.769,"TEXTO DE REFERÊNCIA: A mobilidade pendular coloca‑se como um fenômeno característico das grandes aglomerações no atual momento da urbanização brasileira, quando se observa um aumento da complexidade socioespacial, em particular, no que diz respeito às localizações da população e atividades econômicas, sociais etc. Na verdade, pode‑se pensar que boa parte desse fenômeno estaria associada à valorização diferencial do espaço urbano que, no Brasil, tem tido ao longo das últimas décadas sua lógica e regulação fortemente orientadas pela iniciativa privada sem a necessária intervenção estatal, fato que acaba por prejudicar fortemente a população de mais baixa renda.

CUNHA, J. M. P. et al. A mobilidade pendular na Macrometrópole Paulista: diferenciação e complementaridade socioespacial. Cadernos Metrópole, São Paulo, v. 15, n. 30, p. 433‑459, 2013.

Qual ação estatal capaz de amparar a população de baixa renda ao facilitar o processo de deslocamento analisado no texto é a?","c5c94849821e3757a40ded8eb8d0b06a14da2aa8541c5a81bc0e1b7b1493dc5838cf025f2ab7830cd1f782fba661cf32be2295439bb34bf38f08035d848112ec","valid","ampliação das redes de transporte público","2025-09-17T15:08:27.490307Z"
38,"1","2025-09-17T15:08:38.000880Z","Linguagens e Códigos",38,"Análise de Exemplo",9.445,"TEXTO DE REFERÊNCIA: Das Pedras

Ajuntei todas as pedras
que vieram sobre mim.
Levantei uma escada muito alta

e no alto subi.

Teci um tapete floreado
e no sonho me perdi.


Uma estrada,
um leito,

uma casa,
um companheiro.
Tudo de pedra.


Entre pedras
cresceu a minha poesia.
Minha vida...

Quebrando pedras
e plantando flores.


Entre pedras que me esmagavam
levantei a pedra rude
dos meus versos.


CORALINA, Cora. Meu livro de cordel. São Paulo: Global, 2012.

Qual concepção de lirismo é formada pela sequência de ações narradas no poema?","45621af1aef3eb1eb314d3abaf8f73772aad09365fcb6e5a99f4e98a1d4c185812aa5576b0a1ace419a7693849de66f9ad4898398d32eee0b9be46a063db158b","test","expor as dificuldades do eu lírico como fomento para a produção poética","2025-09-17T15:08:38.000890Z"
39,"1","2025-09-17T15:09:09.979404Z","Linguagens e Códigos",39,"Análise de Exemplo",30.813,"TEXTO DE REFERÊNCIA: A música, não sendo uma linguagem (não tem uma sintaxe), e não sendo de todo universal (existem tribos que nem a palavra “música” têm na sua linguagem), transcende, no entanto, fronteiras geográficas e culturais, conectando pessoas de diferentes origens e contextos.

As músicas tradicionais têm uma riqueza inigualável, refletindo a história, as crenças e as identidades das comunidades. Através de instrumentos únicos, ritmos distintos e escalas melódicas específicas, essas músicas transmitem uma autenticidade que ecoa ao longo dos séculos. No entanto, a linha que separa o tradicional do contemporâneo é muitas vezes tênue.

A música erudita contemporânea, por exemplo, frequentemente se inspira em melodias e ritmos tradicionais de diferentes culturas. Compositores como Béla Bartók e Igor Stravinsky procuraram explorar as raízes folclóricas em suas obras, incorporando elementos de música húngara e russa. Essa abordagem resultou em composições inovadoras, mas ao mesmo tempo enraizadas nas tradições.

O rock e o jazz também não escaparam. O jazz, em sua essência, é uma mistura de diversas tradições musicais, e músicos como Duke Ellington incorporaram elementos da música afro‑americana e das culturas globais em suas composições.

RUA, V. Disponível em: https://www.revistaminerva.pt. Acesso em: 21 mar. 2024.

Pergunta: De que forma o desenvolvimento do texto aborda a transcendência musical mencionada no primeiro parágrafo?
","dd778cd820ebe8f1fe2fbf379115e888fc51361d167eb46aceefbdf9320006f35114609558c861222140a5d613ef30f2a33c0286ef09a062449445a1d81786ff","train","pela interação entre diferentes elementos, gêneros e estilos de música","2025-09-17T15:09:09.979419Z"
